src_tokens,trg_tokens,src_tokens_word,trg_tokens_word,src_ids,trg_ids,src_ids_word,trg_ids_word,src_len,trg_len,src_len_word,trg_len_word
"['▁let', '▁me', '▁teach', '▁you', '▁a', '▁simple', '▁way', '▁to', '▁remember', '▁that', '.']","['▁म', '▁तपाइँ', 'लाई', '▁सम्झन', '▁को', '▁लागी', '▁एक', '▁सरल', '▁तरिका', '▁सिकाउँछु', '।']","['▁let', '▁me', '▁teach', '▁you', '▁a', '▁simple', '▁way', '▁to', '▁remember', '▁that.']","['▁म', '▁तपाइँलाई', '▁सम्झन', '▁को', '▁लागी', '▁एक', '▁सरल', '▁तरिका', '▁सिकाउँछु।']","[2, 254, 78, 1367, 21, 9, 2207, 445, 10, 706, 56, 4, 3]","[2, 6, 343, 19, 1871, 132, 1109, 134, 2300, 1490, 2799, 4, 3]","[2, 92, 33, 721, 6, 11, 2059, 165, 7, 258, 65, 3]","[2, 4, 2106, 813, 43, 387, 24, 1304, 541, 1315, 3]",13,13,12,11
"['▁no', '▁matter', '▁how', '▁old', '▁you', '▁get', '▁you', '▁can', '▁still', '▁learn', '.']","['▁तपाईं', '▁जति', '▁उमेरको', '▁भए', '▁पनि', '▁सिक्न', '▁सक्नुहुन्छ', '।']","['▁no', '▁matter', '▁how', '▁old', '▁you', '▁get', '▁you', '▁can', '▁still', '▁learn.']","['▁तपाईं', '▁जति', '▁उमेरको', '▁भए', '▁पनि', '▁सिक्न', '▁सक्नुहुन्छ।']","[2, 29, 885, 153, 414, 21, 179, 21, 100, 338, 703, 4, 3]","[2, 84, 960, 2581, 391, 182, 1288, 375, 4, 3]","[2, 67, 446, 43, 181, 6, 58, 6, 45, 103, 1581, 3]","[2, 27, 358, 888, 175, 31, 476, 393, 3]",13,10,12,9
"['▁tom', '▁cannot', '▁see', '▁what', '▁is', '▁written', '▁on', '▁the', '▁black', 'board', '.']","['▁टमले', '▁ब्ल्याकबोर्डमा', '▁के', '▁लेखेको', '▁छ', '▁भनेर', '▁देख्न', '▁सक्दैन', '।']","['▁tom', '▁cannot', '▁see', '▁what', '▁is', '▁written', '▁on', '▁the', '▁blackboard.']","['▁टमले', '▁ब्ल्याकबोर्डमा', '▁के', '▁लेखेको', '▁छ', '▁भनेर', '▁देख्न', '▁सक्दैन।']","[2, 22, 192, 195, 94, 32, 1705, 81, 23, 1225, 2964, 4, 3]","[2, 52, 2859, 34, 1921, 13, 369, 1277, 641, 4, 3]","[2, 5, 54, 89, 23, 9, 804, 34, 8, 1, 3]","[2, 8, 1177, 7, 793, 22, 96, 442, 472, 3]",13,11,11,10
"['▁tom', '▁forgot', '▁to', '▁put', '▁the', '▁milk', '▁in', '▁the', '▁ref', 'ri', 'ger', 'ator', '.']","['▁टमले', '▁फ', '्रि', 'जमा', '▁दूध', '▁राख्न', '▁बिर्स', 'ियो', '।']","['▁tom', '▁forgot', '▁to', '▁put', '▁the', '▁milk', '▁in', '▁the', '▁refrigerator.']","['▁टमले', '▁फ्रिजमा', '▁दूध', '▁राख्न', '▁बिर्सियो।']","[2, 22, 1052, 10, 464, 23, 1191, 57, 23, 1129, 105, 1078, 1632, 4, 3]","[2, 52, 104, 1361, 2064, 962, 2536, 691, 275, 4, 3]","[2, 5, 540, 7, 138, 8, 931, 16, 8, 2584, 3]","[2, 8, 2528, 439, 1238, 2635, 3]",15,11,11,7
"['▁tom', '▁has', '▁known', '▁mary', '▁since', '▁she', '▁was', '▁a', '▁little', '▁girl', '.']","['▁टमले', '▁मेरीलाई', '▁स', 'ानी', '▁हुँदा', 'देखि', '▁नै', '▁चि', 'ने', 'का', '▁छन्', '।']","['▁tom', '▁has', '▁known', '▁mary', '▁since', '▁she', '▁was', '▁a', '▁little', '▁girl.']","['▁टमले', '▁मेरीलाई', '▁सानी▁हुँदादेखि', '▁नै', '▁चिनेका', '▁छन्।']","[2, 22, 158, 1332, 110, 936, 148, 74, 9, 574, 729, 4, 3]","[2, 52, 255, 14, 189, 453, 948, 463, 462, 35, 94, 177, 4, 3]","[2, 5, 44, 565, 36, 336, 42, 19, 11, 182, 938, 3]","[2, 8, 58, 1, 127, 1916, 54, 3]",13,14,12,8
"['▁tom', '▁said', '▁he', '▁is', '▁not', '▁used', '▁to', '▁this', '▁kind', '▁of', '▁weather', '.']","['▁टमले', '▁भने', '▁कि', '▁उनलाई', '▁यस', '▁प्रकारको', '▁मौसम', 'को', '▁बानी', '▁छैन', '।']","['▁tom', '▁said', '▁he', '▁is', '▁not', '▁used', '▁to', '▁this', '▁kind', '▁of', '▁weather.']","['▁टमले', '▁भने', '▁कि', '▁उनलाई', '▁यस', '▁प्रकारको', '▁मौसमको', '▁बानी', '▁छैन।']","[2, 22, 297, 46, 32, 37, 587, 10, 86, 701, 69, 1205, 4, 3]","[2, 52, 231, 77, 1271, 176, 1579, 984, 17, 981, 73, 4, 3]","[2, 5, 95, 18, 9, 10, 180, 7, 22, 278, 20, 1488, 3]","[2, 8, 114, 17, 416, 784, 566, 2860, 325, 16, 3]",14,13,13,11
"['▁toms', '▁birthday', '▁is', '▁exactly', '▁one', '▁month', '▁from', '▁today', '.']","['▁टमको', '▁जन्मदिन', '▁ठ्याक्कै', '▁एक', '▁महिना', '▁टाढा', '▁छ', '।']","['▁toms', '▁birthday', '▁is', '▁exactly', '▁one', '▁month', '▁from', '▁today.']","['▁टमको', '▁जन्मदिन', '▁ठ्याक्कै', '▁एक', '▁महिना', '▁टाढा', '▁छ।']","[2, 295, 1311, 32, 1226, 219, 856, 257, 373, 4, 3]","[2, 198, 567, 1576, 134, 1508, 979, 13, 4, 3]","[2, 90, 980, 9, 496, 71, 1860, 75, 150, 3]","[2, 36, 180, 539, 24, 1205, 312, 9, 3]",11,10,10,9
"['▁what', '▁is', '▁the', '▁distance', '▁between', '▁boston', '▁and', '▁ch', 'ic', 'ag', 'o', '?']","['▁बोस्टन', '▁र', '▁शिकागो', 'को', '▁बीचको', '▁दू', 'री', '▁कति', '▁छ', '?']","['▁what', '▁is', '▁the', '▁distance', '▁between', '▁boston', '▁and', '▁chicago?']","['▁बोस्टन', '▁र', '▁शिकागोको', '▁बीचको', '▁दूरी', '▁कति', '▁छ?']","[2, 94, 32, 23, 2659, 1484, 347, 130, 266, 82, 357, 2974, 6, 3]","[2, 272, 39, 1922, 17, 1280, 777, 221, 230, 13, 5, 3]","[2, 23, 9, 8, 1, 613, 211, 32, 1, 3]","[2, 161, 28, 1, 452, 2214, 50, 29, 3]",14,12,10,9
"['▁when', '▁i', '▁was', '▁young', '▁we', '▁used', '▁to', '▁swim', '▁in', '▁the', '▁river', '.']","['▁म', '▁सानो', '▁छ', 'ँदा', ',', '▁हामी', '▁खोलामा', '▁पौडी', '▁खेल', '्', 'थ', '्यौं', '▁', '।']","['▁when', '▁i', '▁was', '▁young', '▁we', '▁used', '▁to', '▁swim', '▁in', '▁the', '▁river.']","['▁म', '▁सानो', '▁छँदा,', '▁हामी', '▁खोलामा', '▁पौडी', '▁खेल्थ्यौं', '▁।']","[2, 236, 8, 74, 735, 61, 587, 10, 705, 57, 23, 1261, 4, 3]","[2, 6, 884, 13, 1619, 2973, 123, 1887, 980, 429, 2928, 2957, 788, 2926, 4, 3]","[2, 68, 4, 19, 444, 21, 180, 7, 614, 16, 8, 857, 3]","[2, 4, 289, 1943, 39, 657, 320, 1743, 14, 3]",14,16,13,10
"['▁how', '▁long', '▁will', '▁it', '▁take', '▁me', '▁to', '▁walk', '▁to', '▁the', '▁station', '?']","['▁मलाई', '▁हिड', '्दै', '▁स्टेशन', 'सम्म', '▁पु', 'ग्न', '▁कति', '▁मिनेट', '▁लाग्', 'ला', '?']","['▁how', '▁long', '▁will', '▁it', '▁take', '▁me', '▁to', '▁walk', '▁to', '▁the', '▁station?']","['▁मलाई', '▁हिड्दै▁स्टेशनसम्म', '▁पुग्न', '▁कति', '▁मिनेट', '▁लाग्ला?']","[2, 153, 326, 102, 63, 323, 78, 10, 537, 10, 23, 986, 6, 3]","[2, 49, 1089, 301, 1140, 428, 381, 1331, 230, 1123, 133, 228, 5, 3]","[2, 43, 133, 26, 17, 98, 33, 7, 377, 7, 8, 1419, 3]","[2, 6, 1, 2435, 50, 585, 2954, 3]",14,14,13,8
"['▁i', '▁do', '▁not', '▁have', '▁time', '▁to', '▁answer', '▁all', '▁those', '▁questions', '.']","['▁मसँग', '▁ती', '▁सबै', '▁प्रश्नहरूको', '▁जवाफ', '▁दिने', '▁समय', '▁छैन', '।']","['▁i', '▁do', '▁not', '▁have', '▁time', '▁to', '▁answer', '▁all', '▁those', '▁questions.']","['▁मसँग', '▁ती', '▁सबै', '▁प्रश्नहरूको', '▁जवाफ', '▁दिने', '▁समय', '▁छैन।']","[2, 8, 35, 37, 65, 194, 10, 725, 186, 863, 937, 4, 3]","[2, 398, 244, 180, 1999, 807, 1450, 340, 73, 4, 3]","[2, 4, 12, 10, 13, 93, 7, 343, 60, 302, 538, 3]","[2, 103, 198, 79, 747, 235, 549, 105, 16, 3]",13,11,12,10
"['▁i', '▁do', '▁not', '▁think', '▁they', '▁have', '▁found', '▁a', '▁c', 'ure', '▁for', '▁that', '▁yet', '.']","['▁मलाई', '▁लाग्दैन', '▁कि', '▁उनीहरूले', '▁अहिलेसम्म', '▁यसको', '▁उप', 'चार', '▁फेला', '▁पारे', 'का', '▁छन्', '।']","['▁i', '▁do', '▁not', '▁think', '▁they', '▁have', '▁found', '▁a', '▁cure', '▁for', '▁that', '▁yet.']","['▁मलाई', '▁लाग्दैन', '▁कि', '▁उनीहरूले', '▁अहिलेसम्म', '▁यसको', '▁उपचार', '▁फेला', '▁पारेका', '▁छन्।']","[2, 8, 35, 37, 160, 203, 65, 666, 9, 27, 411, 88, 56, 598, 4, 3]","[2, 49, 400, 77, 2758, 907, 634, 935, 768, 1105, 2412, 94, 177, 4, 3]","[2, 4, 12, 10, 47, 56, 13, 232, 11, 1, 24, 14, 290, 3]","[2, 6, 144, 17, 886, 295, 184, 1561, 372, 2413, 54, 3]",16,15,14,12
"['▁i', '▁am', '▁glad', '▁that', '▁tom', '▁and', '▁mary', '▁are', '▁both', '▁on', '▁our', '▁team', '.']","['▁म', '▁खुसी', '▁छु', '▁कि', '▁टम', '▁र', '▁मेरी', '▁दुबै', '▁हाम्रो', '▁टोली', 'मा', '▁छन्', '।']","['▁i', '▁am', '▁glad', '▁that', '▁tom', '▁and', '▁mary', '▁are', '▁both', '▁on', '▁our', '▁team.']","['▁म', '▁खुसी', '▁छु', '▁कि', '▁टम', '▁र', '▁मेरी', '▁दुबै', '▁हाम्रो', '▁टोलीमा', '▁छन्।']","[2, 8, 104, 1081, 56, 22, 130, 110, 73, 737, 81, 402, 1455, 4, 3]","[2, 6, 395, 119, 77, 16, 39, 96, 1254, 566, 1448, 29, 177, 4, 3]","[2, 4, 28, 414, 14, 5, 32, 36, 15, 255, 34, 122, 1229, 3]","[2, 4, 98, 110, 17, 5, 28, 37, 551, 166, 2068, 54, 3]",15,15,14,13
"['▁is', '▁there', '▁anyone', '▁here', '▁who', '▁has', '▁not', '▁yet', '▁eaten', '▁lunch', '?']","['▁यहाँ', '▁कोही', '▁हुनुहुन्छ', '▁जसले', '▁अहिले', '▁सम्म', '▁खाजा', '▁खाएको', '▁छैन', '?']","['▁is', '▁there', '▁anyone', '▁here', '▁who', '▁has', '▁not', '▁yet', '▁eaten', '▁lunch?']","['▁यहाँ', '▁कोही', '▁हुनुहुन्छ', '▁जसले', '▁अहिले', '▁सम्म', '▁खाजा', '▁खाएको', '▁छैन?']","[2, 32, 161, 669, 169, 213, 158, 37, 598, 1419, 1075, 6, 3]","[2, 232, 804, 142, 977, 253, 883, 873, 1837, 73, 5, 3]","[2, 9, 51, 283, 99, 69, 44, 10, 786, 654, 1821, 3]","[2, 55, 230, 207, 309, 76, 336, 344, 652, 356, 3]",13,12,12,11
"['▁it', '▁took', '▁nearly', '▁three', '▁years', '▁to', '▁build', '▁that', '▁bridge', '.']","['▁उक्त', '▁पुल', '▁निर्माणमा', '▁करिब', '▁तीन', '▁वर्ष', '▁लागेको', '▁थियो', '।']","['▁it', '▁took', '▁nearly', '▁three', '▁years', '▁to', '▁build', '▁that', '▁bridge.']","['▁उक्त', '▁पुल', '▁निर्माणमा', '▁करिब', '▁तीन', '▁वर्ष', '▁लागेको', '▁थियो।']","[2, 63, 586, 2493, 356, 549, 10, 1286, 56, 1989, 4, 3]","[2, 2355, 1411, 2812, 1437, 431, 190, 416, 105, 4, 3]","[2, 17, 179, 1310, 109, 256, 7, 1973, 14, 1869, 3]","[2, 878, 741, 1094, 501, 159, 116, 115, 23, 3]",12,11,11,10
"['▁my', '▁mother', '▁always', '▁gets', '▁up', '▁earlier', '▁in', '▁the', '▁morning', '.']","['▁मेरी', '▁आमा', '▁सधैं', '▁बिहान', '▁सब', 'ेरै', '▁उठ', '्', 'नुहुन्छ', '।']","['▁my', '▁mother', '▁always', '▁gets', '▁up', '▁earlier', '▁in', '▁the', '▁morning.']","['▁मेरी', '▁आमा', '▁सधैं', '▁बिहान', '▁सबेरै', '▁उठ्नुहुन्छ।']","[2, 99, 635, 404, 1335, 196, 1920, 57, 23, 682, 4, 3]","[2, 96, 503, 562, 599, 1684, 90, 1052, 2928, 85, 4, 3]","[2, 27, 297, 116, 527, 81, 1893, 16, 8, 298, 3]","[2, 37, 296, 165, 276, 1, 1546, 3]",12,12,11,8
"['▁students', '▁from', '▁the', '▁sub', 'ur', 'bs', '▁come', '▁to', '▁school', '▁by', '▁bus', '.']","['▁उप', 'नग', 'र', 'का', '▁विद्यार्थी', 'हरू', '▁बस', 'बाट', '▁विद', '्याल', 'य', '▁आउँछन्', '▁', '।']","['▁students', '▁from', '▁the', '▁suburbs', '▁come', '▁to', '▁school', '▁by', '▁bus.']","['▁उपनगरका', '▁विद्यार्थीहरू', '▁बसबाट', '▁विद्यालय', '▁आउँछन्', '▁।']","[2, 1058, 257, 23, 1554, 159, 2354, 288, 10, 435, 269, 392, 4, 3]","[2, 935, 1605, 2931, 94, 704, 122, 444, 183, 330, 667, 2942, 2574, 2926, 4, 3]","[2, 559, 75, 8, 1, 97, 7, 249, 82, 557, 3]","[2, 1562, 1, 2570, 1, 864, 14, 3]",14,16,11,8
"['▁thanks', '▁for', '▁your', '▁sugg', 'estion', '.', '▁i', '▁will', '▁think', '▁about', '▁it', '.']","['▁तपाईंको', '▁सुझावको', '▁लागि', '▁धन्यवाद', '।', '▁म', '▁यसको', '▁बारेमा', '▁सोच्', 'नेछु', '।']","['▁thanks', '▁for', '▁your', '▁suggestion.', '▁i', '▁will', '▁think', '▁about', '▁it.']","['▁तपाईंको', '▁सुझावको', '▁लागि', '▁धन्यवाद।', '▁म', '▁यसको', '▁बारेमा', '▁सोच्नेछु।']","[2, 1386, 88, 108, 1393, 486, 4, 8, 102, 160, 181, 63, 4, 3]","[2, 698, 2747, 211, 699, 4, 6, 634, 415, 744, 1383, 4, 3]","[2, 624, 24, 29, 1, 4, 26, 47, 52, 70, 3]","[2, 197, 1320, 42, 271, 4, 184, 107, 1, 3]",14,13,11,10
"['▁the', '▁car', '▁park', 'ed', '▁in', '▁front', '▁of', '▁toms', '▁house', '▁was', '▁blue', '.']","['▁टमको', '▁घर', '▁अगाडि', '▁पार्क', '▁गरिएको', '▁कार', '▁निलो', '▁थियो', '।']","['▁the', '▁car', '▁parked', '▁in', '▁front', '▁of', '▁toms', '▁house', '▁was', '▁blue.']","['▁टमको', '▁घर', '▁अगाडि', '▁पार्क', '▁गरिएको', '▁कार', '▁निलो', '▁थियो।']","[2, 23, 281, 881, 34, 57, 1287, 69, 295, 424, 74, 1563, 4, 3]","[2, 198, 278, 1113, 1497, 2595, 409, 2409, 105, 4, 3]","[2, 8, 202, 1671, 16, 517, 20, 90, 228, 19, 1834, 3]","[2, 36, 125, 407, 561, 954, 191, 1095, 23, 3]",14,11,12,10
"['▁tom', '▁cla', 'im', 's', '▁he', '▁can', '▁acc', 'ur', 'ately', '▁p', 'red', 'ict', '▁the', '▁future', '.']","['▁टमले', '▁भविष्यको', '▁सही', '▁भविष्य', 'वा', 'णी', '▁गर्न', '▁सक्ने', '▁द', 'ाबी', '▁गर्छन्', '।']","['▁tom', '▁claims', '▁he', '▁can', '▁accurately▁predict', '▁the', '▁future.']","['▁टमले', '▁भविष्यको', '▁सही', '▁भविष्यवाणी', '▁गर्न', '▁सक्ने', '▁दाबी', '▁गर्छन्।']","[2, 22, 2447, 92, 2978, 46, 100, 960, 159, 1201, 42, 215, 577, 23, 1795, 4, 3]","[2, 52, 2787, 1087, 1916, 165, 1323, 83, 1129, 50, 1652, 1295, 4, 3]","[2, 5, 1, 18, 45, 1, 8, 1202, 3]","[2, 8, 1189, 395, 2740, 11, 394, 2176, 662, 3]",17,14,9,10
"['▁tom', '▁does', '▁not', '▁often', '▁have', '▁a', '▁chance', '▁to', '▁speak', '▁french', '.']","['▁टमसँग', '▁प्राय', ':', '▁फ्रेन्च', '▁बोल्ने', '▁मौका', '▁हुँदैन', '।']","['▁tom', '▁does', '▁not', '▁often', '▁have', '▁a', '▁chance', '▁to', '▁speak', '▁french.']","['▁टमसँग', '▁प्राय:', '▁फ्रेन्च', '▁बोल्ने', '▁मौका', '▁हुँदैन।']","[2, 22, 176, 37, 616, 65, 9, 1145, 10, 358, 308, 4, 3]","[2, 452, 564, 2989, 545, 2644, 2427, 1141, 4, 3]","[2, 5, 49, 10, 223, 13, 11, 805, 7, 141, 194, 3]","[2, 119, 1139, 201, 1176, 1224, 480, 3]",13,10,12,8
"['▁as', '▁long', '▁as', '▁you', '▁remember', '▁to', '▁do', '▁that', '▁you', '▁will', '▁be', '▁ok', '.']","['▁जब', 'सम्म', '▁तपाइँ', '▁त्यो', '▁गर्न', '▁सम्झ', 'नुहुन्छ', ',', '▁तपाइँ', '▁ठीक', '▁हुनुहुनेछ', '।']","['▁as', '▁long', '▁as', '▁you', '▁remember', '▁to', '▁do', '▁that', '▁you', '▁will', '▁be', '▁ok.']","['▁जबसम्म', '▁तपाइँ', '▁त्यो', '▁गर्न', '▁सम्झनुहुन्छ,', '▁तपाइँ', '▁ठीक', '▁हुनुहुनेछ।']","[2, 127, 326, 127, 21, 706, 10, 35, 56, 21, 102, 60, 1182, 4, 3]","[2, 2135, 428, 343, 135, 83, 687, 85, 2973, 343, 589, 2828, 4, 3]","[2, 50, 133, 50, 6, 258, 7, 12, 14, 6, 26, 30, 1189, 3]","[2, 1, 111, 21, 11, 1, 111, 172, 1, 3]",15,14,14,10
"['▁as', '▁requ', 'est', 'ed', '▁we', '▁are', '▁sub', 'm', 'itting', '▁our', '▁fin', 'al', '▁report', '.']","['▁अनु', 'रो', 'ध', '▁गरे', '▁अनु', 'सार', ',', '▁हामी', '▁हाम्रो', '▁अन्तिम', '▁प्रति', 'वेदन', '▁प', 'ेश', '▁गर्दैछौं', '।']","['▁as', '▁requested', '▁we', '▁are', '▁submitting', '▁our', '▁final', '▁report.']","['▁अनुरोध', '▁गरे', '▁अनुसार,', '▁हामी', '▁हाम्रो', '▁अन्तिम', '▁प्रतिवेदन', '▁पेश', '▁गर्दैछौं।']","[2, 127, 2153, 221, 34, 61, 73, 1554, 2983, 1263, 402, 563, 103, 1637, 4, 3]","[2, 790, 762, 2963, 203, 790, 710, 2973, 123, 566, 1133, 540, 2209, 21, 323, 2765, 4, 3]","[2, 50, 1, 21, 15, 1, 122, 1, 1805, 3]","[2, 1, 515, 1439, 39, 166, 340, 2465, 2450, 1799, 3]",16,18,10,11
